osm_id,osm_type,shelter,name,public_transport,bus,operator,highway,longitude,latitude,geom_type
5338516190,nodes,,South Redhills Road Market,platform,yes,,bus_stop,80.2061553,13.1080663,POINT
11454501196,nodes,,,platform,yes,,bus_stop,80.1135717,13.0565716,POINT
7869208199,nodes,,Dunlop,platform,yes,,bus_stop,80.1526301,13.1049651,POINT
11959664546,nodes,yes,Koyambedu,platform,yes,,bus_stop,80.1993985,13.0744576,POINT
10291068730,nodes,,Annanagar,platform,yes,,bus_stop,80.1985353,13.0949675,POINT
6367914551,nodes,,,platform,yes,,bus_stop,80.1912316,13.0154329,POINT
370969686,nodes,,,platform,yes,,bus_stop,80.1637329,13.0322785,POINT
365957307,nodes,yes,Nandambakkam,platform,yes,,bus_stop,80.1892332,13.0166571,POINT
1015581126,nodes,,Ajantha,platform,yes,,bus_stop,80.1964198,13.0373344,POINT
370969702,nodes,,Moon lite,platform,yes,,bus_stop,80.1768125,13.0246916,POINT
459633603,nodes,,,platform,yes,,bus_stop,80.2042343,13.0544382,POINT
1015572322,nodes,,St. Johns School Bus stop,platform,yes,,bus_stop,80.1817554,13.0312474,POINT
3264878136,nodes,,Moon lite,platform,yes,,bus_stop,80.1767049,13.0250276,POINT
11035179582,nodes,,Lakshminarasimhapuram  Bus Stop,platform,yes,,bus_stop,79.3339574,13.1918601,POINT
11035214218,nodes,,Sholinghur Bus Stand,platform,yes,,bus_stop,79.4202177,13.1110643,POINT
1183430572,nodes,yes,Women's polytechnic,platform,yes,MTC,bus_stop,80.2490952,12.9966477,POINT
318066696,nodes,,Marudeeswarar Temple,stop_position,yes,,bus_stop,80.2596367,12.9853009,POINT
318069500,nodes,,Thiruvanmiyur ECR Moffusil Bus stop,stop_position,yes,,bus_stop,80.2597253,12.9858076,POINT
7412854052,nodes,,IGP,stop_position,yes,Metropolitan Transport Corporation (Chennai) Ltd.,bus_stop,80.2502408,12.9729954,POINT
4384995092,nodes,yes,,platform,yes,,bus_stop,80.2402119,13.0026838,POINT
4385019891,nodes,yes,,platform,yes,,bus_stop,80.2400679,13.0025534,POINT
4384940992,nodes,yes,,platform,yes,IITM Transport Cell,bus_stop,80.2394049,12.999126,POINT
3247310920,nodes,yes,Thiruvanmiyur RTO,platform,yes,,bus_stop,80.259059,12.9766865,POINT
5332440110,nodes,yes,Thiruvanmiyur RTO,platform,yes,,bus_stop,80.2592029,12.976764,POINT
2587530808,nodes,,Adyar Depot,platform,yes,,bus_stop,80.2561546,12.9984686,POINT
1676204843,nodes,,Tech Park,platform,yes,,bus_stop,80.244571,12.9861778,POINT
1676204850,nodes,,Spastic Society,platform,yes,,bus_stop,80.2502837,12.9863453,POINT
9370524481,nodes,,National Institute of Fashion Technology (N.I.F.T),platform,yes,,bus_stop,80.2524814,12.983168,POINT
1457114954,nodes,,SRP Tools,platform,yes,,bus_stop,80.2528353,12.9794944,POINT
5631301100,nodes,,Malar Hospital,platform,yes,,bus_stop,80.2583912,13.0069536,POINT
3217004899,nodes,,Adyar Signal,platform,yes,,bus_stop,80.2586412,13.0070713,POINT
3247310921,nodes,,Marundeeswarar Temple,platform,yes,,bus_stop,80.2594959,12.9850797,POINT
3247421162,nodes,,Saibaba,platform,yes,,bus_stop,80.2528146,12.9384549,POINT
3258044158,nodes,,Water Tank,platform,yes,,bus_stop,80.2503942,12.9140134,POINT
3261264219,nodes,,Water Tank,platform,yes,,bus_stop,80.2503116,12.9148864,POINT
3262960162,nodes,,Saibaba,platform,yes,,bus_stop,80.2526055,12.9384795,POINT
5332423915,nodes,,Buhari Hotel Bus Stop,,yes,,bus_stop,80.2533063,12.9420294,POINT
1457114931,nodes,,Kandanchavadi,platform,yes,,bus_stop,80.2482764,12.9669208,POINT
2082925106,nodes,,D. B Jain College,platform,yes,,,80.2396626,12.945991,POINT
3262998692,nodes,,Pallavakkam,platform,yes,,bus_stop,80.2562079,12.9612601,POINT
10980515215,nodes,,,platform,yes,,bus_stop,79.1374884,12.9662552,POINT
4693434966,nodes,,Kangeyanallur road,platform,yes,,bus_stop,79.1369654,12.9468759,POINT
6367892592,nodes,,,platform,yes,,bus_stop,79.1367394,12.9451347,POINT
595706156,nodes,,Vadapalani Koil bus stop,platform,yes,,bus_stop,80.2148572,13.0498765,POINT
309323593,nodes,,,platform,yes,,bus_stop,80.2446808,13.0627272,POINT
343721497,nodes,yes,ஆழ்வார் பேட்டை,stop_position,yes,,bus_stop,80.2588399,13.0386195,POINT
391823888,nodes,,Butt Road,stop_position,yes,,bus_stop,80.1969623,13.0073386,POINT
1015577154,nodes,,PSBB School,platform,yes,,bus_stop,80.199263,13.041139,POINT
1015583945,nodes,,Pilliayar Koil,platform,yes,,bus_stop,80.2050136,13.0407523,POINT
595702076,nodes,,Natesa Nagar,platform,yes,,bus_stop,80.1945516,13.0576459,POINT
2072482089,nodes,,Lakshmi Nagar,platform,yes,,bus_stop,80.1651227,13.0383858,POINT
9084570182,nodes,no,Amutham,platform,yes,,bus_stop,80.1931123,13.0397523,POINT
3216998093,nodes,,Woodlands,platform,yes,,bus_stop,80.2648393,13.0447018,POINT
1685049528,nodes,,C.I.T. Colony,platform,yes,,bus_stop,80.2597715,13.0440218,POINT
7412932328,nodes,,ஆழ்வார் பேட்டை,stop_position,yes,MTC,bus_stop,80.2548953,13.0356479,POINT
418116045,nodes,yes,ஆழ்வார் பேட்டை,platform,yes,,bus_stop,80.2561629,13.0374839,POINT
5631301112,nodes,yes,ஆழ்வார் பேட்டை,platform,yes,,bus_stop,80.2587935,13.0386017,POINT
1311558791,nodes,,Woodlands Theatre / Wesley school,platform,yes,,bus_stop,80.2649869,13.057111,POINT
3724408109,nodes,,Thambiah Road,platform,yes,,bus_stop,80.2247636,13.0412747,POINT
3215420255,nodes,,Rani Meyammai School,,yes,,bus_stop,80.2627298,13.0202685,POINT
3264840298,nodes,,Ambedkar Nagar,,yes,,bus_stop,80.0615791,13.0427079,POINT
2485153597,nodes,,,platform,yes,,bus_stop,80.2681148,13.041983,POINT
2239237792,nodes,,West Saidapet,platform,yes,,bus_stop,80.2198196,13.0244589,POINT
7869148874,nodes,,Choolaimedu,platform,yes,,bus_stop,80.2305198,13.0666287,POINT
3216994236,nodes,,Semozhi Poonga,platform,yes,,bus_stop,80.2526129,13.0501996,POINT
4421948893,nodes,,,platform,yes,,bus_stop,80.2486265,13.0679286,POINT
7202272891,nodes,,,,,,bus_stop,79.2522166,13.090078,POINT
3258059445,nodes,,MGM,platform,yes,,bus_stop,80.2403201,12.8256677,POINT
3259350074,nodes,,Kovalam Bye pass,platform,yes,,bus_stop,80.245161,12.7849148,POINT
3261251829,nodes,,Kovalam,platform,yes,,bus_stop,80.2491347,12.7867733,POINT
3261253463,nodes,,Boat House,platform,yes,,bus_stop,80.2430098,12.8062686,POINT
7170102888,nodes,,Muttukaadu,platform,yes,,bus_stop,80.2402648,12.8238587,POINT
7765336946,nodes,,School for Physically Challenged,platform,yes,,bus_stop,80.2425393,12.8128867,POINT
7765336956,nodes,,,platform,yes,,bus_stop,80.2423362,12.8127494,POINT
3261257465,nodes,,Meera Nagar,,,,bus_stop,80.2405603,12.8416654,POINT
4158845697,nodes,,Tea Kadai,platform,yes,,bus_stop,80.0740504,12.8629155,POINT
3115112472,nodes,,Forest Tana,platform,yes,,bus_stop,79.4883114,13.4339177,POINT
11035214159,nodes,,Annur Bus Stop,platform,yes,,bus_stop,79.4180511,13.3652888,POINT
11035214169,nodes,,Karvetinagar Bus Stop,platform,yes,,bus_stop,79.4470077,13.4218974,POINT
1185692895,nodes,yes,Ramarathna,platform,yes,,bus_stop,80.096898,13.1170247,POINT
1185703062,nodes,,Avadi Market,,yes,,bus_stop,80.1062634,13.1160521,POINT
11195612557,nodes,,Kannigapuram,platform,yes,,bus_stop,80.1005673,13.1167524,POINT
13892467043,nodes,yes,KV CRPF Bus Stop,platform,yes,,bus_stop,80.0793102,13.1507782,POINT
13892467044,nodes,,,platform,yes,,bus_stop,80.0808086,13.151667,POINT
12458756398,nodes,,Bus Stop,platform,yes,Government,bus_stop,80.3133575,13.1914849,POINT
12458643768,nodes,,Nethaji Nagar Bus Stop,platform,yes,,bus_stop,80.3149032,13.1886341,POINT
12458688668,nodes,no,ITC,platform,yes,,bus_stop,80.3089189,13.1842959,POINT
9853561301,nodes,,Barathiyar Nagar,platform,yes,,bus_stop,80.3170561,13.1854145,POINT
410293823,nodes,,,platform,yes,,bus_stop,80.2329094,13.0470929,POINT
407981751,nodes,,Luz Corner,platform,yes,,bus_stop,80.2670356,13.0368855,POINT
3215469782,nodes,,Luz Corner,platform,yes,,bus_stop,80.2664553,13.0370202,POINT
3215474364,nodes,,Valluvar Statue,platform,yes,,bus_stop,80.2682136,13.0416655,POINT
1334303173,nodes,,Narayanasamy Thottam,,yes,,bus_stop,80.2626599,13.0202075,POINT
9514067019,nodes,yes,Vani Mahal,platform,yes,,bus_stop,80.2439043,13.047,POINT
5355818030,nodes,,Ekkattuthangal,platform,yes,Metropolitan Transport Corporation (Chennai) Ltd.,bus_stop,80.2059235,13.0186408,POINT
11959593360,nodes,,Udhayam Theatre,platform,yes,,bus_stop,80.2111129,13.0351199,POINT
1899719039,nodes,no,,,yes,,bus_stop,80.1944821,12.9486686,POINT
11959583808,nodes,,Dhandeeswaram,platform,yes,Metropoliton Transport Corporation (Chennai) Ltd.,bus_stop,80.2220062,12.9828708,POINT
9522345425,nodes,no,UTI Bank,platform,yes,,bus_stop,80.188233,12.9648478,POINT
11898334385,nodes,,Temporary unmarked bus stop,,,,bus_stop,80.2041858,12.9781744,POINT
12202926837,nodes,,Pudur,platform,yes,,bus_stop,80.1585784,13.1303565,POINT
11195612555,nodes,,Avadi Mosque,platform,yes,,bus_stop,80.1082814,13.1142499,POINT
9865115252,nodes,,,platform,yes,,bus_stop,80.0767806,13.1756293,POINT
5229995717,nodes,,pattabiram bus stop,,,,bus_stop,80.0639365,13.1215291,POINT
418116038,nodes,,Mandaveli Post Office,platform,yes,,bus_stop,80.2661449,13.0293213,POINT
418116040,nodes,,Mandaveli,platform,yes,,bus_stop,80.266243,13.027196,POINT
3215426872,nodes,yes,Mandaveli,platform,yes,,bus_stop,80.2643155,13.0264662,POINT
416412294,nodes,,Luz Corner,platform,yes,,bus_stop,80.2677619,13.0375277,POINT
3216998713,nodes,,Luz Corner,platform,yes,,bus_stop,80.2677461,13.0376266,POINT
11035214134,nodes,,Etteri Bus Stop,platform,yes,,bus_stop,79.2120819,13.2654183,POINT
11035214205,nodes,,Narasungarayanipeta Bus Stop,platform,yes,,bus_stop,79.2015576,13.1718233,POINT
11930865099,nodes,,Puzhal Camp,platform,yes,,bus_stop,80.2036717,13.1582106,POINT
11953087586,nodes,,Madhavaram Rountana,platform,yes,,bus_stop,80.2193508,13.1449193,POINT
11953087587,nodes,,Madhavaram Rountana,platform,yes,,bus_stop,80.220311,13.1440155,POINT
11953087588,nodes,,Kathirvedu Bypas,platform,yes,,bus_stop,80.2081352,13.1532668,POINT
11953087589,nodes,,Kathirvedu Bypass,platform,yes,,bus_stop,80.208343,13.1534862,POINT
11953087593,nodes,,Puzhal Camp,platform,yes,,bus_stop,80.2040528,13.1579812,POINT
11953087600,nodes,,Ambattur Camp,platform,yes,,bus_stop,80.2033313,13.1580752,POINT
12188084880,nodes,,Srinivasa nagar,platform,yes,,bus_stop,80.205062,13.1185173,POINT
12188084881,nodes,,Srinivasa nagar,platform,yes,,bus_stop,80.2050566,13.1186322,POINT
11953087580,nodes,,Ambedkar nagar,platform,yes,,bus_stop,80.2064145,13.1260395,POINT
11953087584,nodes,,Shastri Nagar,platform,yes,,bus_stop,80.2162314,13.1356937,POINT
11953087585,nodes,,Shastri Nagar,platform,yes,,bus_stop,80.2165935,13.1359314,POINT
402290952,nodes,,,platform,yes,,bus_stop,80.1243046,13.0694912,POINT
3264861262,nodes,,Kallarai,platform,yes,,bus_stop,80.1057014,13.0492822,POINT
5631301111,nodes,,,platform,yes,,bus_stop,80.1744052,13.0145924,POINT
2510262572,nodes,,Chennai Bus Stop,platform,yes,,bus_stop,79.4166269,12.2526769,POINT
13463687401,nodes,,Neganur Village Bus Stop,platform,yes,,bus_stop,79.4479543,12.2933776,POINT
7174026686,nodes,,,,,,bus_stop,79.1092586,12.9756952,POINT
6367893415,nodes,,,,,,bus_stop,79.2274967,12.9691845,POINT
12955704396,nodes,yes,,platform,,,bus_stop,79.7644275,12.3172938,POINT
4693433977,nodes,,Bagayam,platform,yes,,bus_stop,79.1347141,12.880086,POINT
4693434789,nodes,,Kuppam,platform,yes,,bus_stop,79.1356592,12.8925195,POINT
4693434960,nodes,,Tollgate,platform,yes,,bus_stop,79.1310977,12.8996564,POINT
4693430387,nodes,,Velappadi,platform,yes,,bus_stop,79.135781,12.9053114,POINT
4693434182,nodes,,Agaravaram,platform,yes,,bus_stop,79.13575,12.8898868,POINT
4693434183,nodes,,Otteri,platform,yes,,bus_stop,79.1357444,12.8847782,POINT
12155348708,nodes,,Korattur Water Canal Road,platform,yes,,bus_stop,80.1942278,13.1269583,POINT
12188084879,nodes,no,Senthil nagar,platform,yes,,bus_stop,80.2015899,13.1228548,POINT
11915150830,nodes,,,platform,yes,,bus_stop,80.1983906,13.1182677,POINT
577376043,nodes,yes,Madya Kailash,platform,yes,,bus_stop,80.2463099,13.0065537,POINT
3262998735,nodes,yes,Madhya Kailash,platform,yes,,bus_stop,80.2465371,13.0065479,POINT
334267136,nodes,yes,Spencers,platform,yes,,bus_stop,80.2678,12.9960126,POINT
417750654,nodes,yes,Besant Nagar,platform,yes,,bus_stop,80.2676685,12.9960874,POINT
5631301101,nodes,,Malar Hospital,platform,yes,,bus_stop,80.2587553,13.0079179,POINT
5631301117,nodes,,Jayanti,platform,yes,,bus_stop,80.2558203,12.9885252,POINT
5631301423,nodes,,Thiruvanmiyur ECR Moffusil Bus stop,platform,yes,,bus_stop,80.2598,12.9858005,POINT
1183431007,nodes,yes,VHS Hospital,platform,yes,,bus_stop,80.2474452,13.0034788,POINT
5631301119,nodes,yes,VHS Hospital,platform,yes,,bus_stop,80.2477388,13.0034222,POINT
4385019892,nodes,yes,,platform,yes,,bus_stop,80.2413768,13.0038121,POINT
325191941,nodes,no,IIT/CLRI,platform,yes,,bus_stop,80.2416004,13.0065151,POINT
3262996627,nodes,no,Gandhinagar,platform,yes,,bus_stop,80.2547553,13.0066383,POINT
5631301422,nodes,no,IIT Gate Bus Stop,platform,yes,,bus_stop,80.2424924,13.0058253,POINT
11959593359,nodes,,Udhayam Theatre,platform,yes,,bus_stop,80.2111984,13.0351053,POINT
4153840689,nodes,,Oxford School,platform,yes,,bus_stop,80.2240205,13.0290173,POINT
1024558013,nodes,,Ashok Pillar (Towards K.K Nagar & Porur),platform,yes,,bus_stop,80.2122049,13.0316543,POINT
1015584175,nodes,,Sivan Park,platform,yes,,bus_stop,80.2053891,13.0411599,POINT
1955951303,nodes,,Ram Colony,platform,yes,,bus_stop,80.2162105,13.0343297,POINT
4153840589,nodes,,Srinivasa Theatre,platform,yes,,bus_stop,80.2240709,13.0311449,POINT
13682570301,nodes,,Kilvisharam Bus Stop,,,,bus_stop,79.2852041,12.9128509,POINT
13682596103,nodes,,Kathiavadi Road Bus Stop,,,,bus_stop,79.2798736,12.9157817,POINT
13682596104,nodes,,Puliamaram Bus Stop,,,,bus_stop,79.269869,12.9232661,POINT
11959665381,nodes,yes,Erikkarai,platform,yes,,bus_stop,80.1646195,13.0612345,POINT
595714972,nodes,,Elango Nagar,platform,yes,,bus_stop,80.1921188,13.0525853,POINT
5207918374,nodes,,MGR Market,platform,yes,,bus_stop,80.2016549,13.0363277,POINT
595704144,nodes,,Sai Nagar,platform,yes,,bus_stop,80.1953348,13.0598825,POINT
1015575816,nodes,,Amman Koil,platform,yes,,bus_stop,80.1967337,13.0414839,POINT
1015580858,nodes,,Nesapakkam,platform,yes,,bus_stop,80.1926862,13.0381601,POINT
411316688,nodes,,Virugambakkam,platform,yes,,bus_stop,80.1923804,13.0490005,POINT
459633606,nodes,,,platform,yes,,bus_stop,80.2013161,13.0546223,POINT
595735860,nodes,,Avichi bus stop,platform,yes,,bus_stop,80.197845,13.0473925,POINT
996517630,nodes,,Virugambakkam,platform,yes,,bus_stop,80.1902132,13.0463902,POINT
3215525045,nodes,,Jamalia,platform,yes,,bus_stop,80.2493548,13.1064019,POINT
675752169,nodes,,,platform,yes,,bus_stop,80.2423446,13.1089416,POINT
3215525982,nodes,,Perambur Railway Station,platform,yes,,bus_stop,80.2445619,13.1080594,POINT
5631301103,nodes,,Binny Mills,platform,yes,,bus_stop,80.2527264,13.1029895,POINT
3216970886,nodes,,Mettupalayam,platform,yes,,bus_stop,80.2531768,13.105056,POINT
368390910,nodes,,Muttukaadu,platform,yes,,bus_stop,80.2401637,12.8238617,POINT
3258058365,nodes,,Muthukaadu,platform,yes,,bus_stop,80.2404381,12.8312622,POINT
3261257466,nodes,,,platform,yes,,bus_stop,80.2403223,12.8276183,POINT
1200694624,nodes,yes,Navalur,platform,yes,,bus_stop,80.2264618,12.8445841,POINT
3258057378,nodes,,Ragas,,,,bus_stop,80.241912,12.8597978,POINT
3261260258,nodes,,Ragas,,,,bus_stop,80.2418337,12.8598425,POINT
3261262160,nodes,,Uthandi,,,,bus_stop,80.2433625,12.8679009,POINT
5304209965,nodes,,SIPCOT/ Egatoor,,,,bus_stop,80.228884,12.8330267,POINT
3264873477,nodes,yes,Mugalivakkam,platform,yes,,bus_stop,80.168626,13.0295066,POINT
4411849791,nodes,yes,,platform,yes,MTC,bus_stop,80.1935118,13.014377,POINT
4411798690,nodes,,மியாட் மருத்துவமனை,platform,yes,,bus_stop,80.1845,13.0204579,POINT
4411855089,nodes,,,platform,yes,,bus_stop,80.1833445,13.0210717,POINT
3264719874,nodes,,Kathipara,platform,yes,,bus_stop,80.2014349,13.0073801,POINT
3264825519,nodes,yes,Sakthi Nagar,platform,yes,,bus_stop,80.1632027,13.0323105,POINT
3264882061,nodes,,L&T,platform,yes,,bus_stop,80.1789017,13.0238073,POINT
691189595,nodes,,Larsen & Toubro,platform,yes,,bus_stop,80.1786556,13.0242582,POINT
1015569839,nodes,,SRM College Bus Stop,platform,yes,,bus_stop,80.1799082,13.0317215,POINT
415913904,nodes,,Chetpet,platform,yes,,bus_stop,80.2421189,13.0704837,POINT
3216990971,nodes,yes,College Road,platform,yes,,bus_stop,80.2465225,13.0677838,POINT
3215508149,nodes,,Brick Kiln,platform,yes,,bus_stop,80.2509902,13.0897099,POINT
3215513362,nodes,,Millers Road,platform,yes,,bus_stop,80.2502683,13.0845368,POINT
9514067018,nodes,yes,Vani Mahal,platform,yes,,bus_stop,80.2427912,13.0465924,POINT
729821770,nodes,,Thirumalai Pillai Road,platform,yes,,bus_stop,80.2394822,13.0463818,POINT
360807238,nodes,,,platform,yes,,bus_stop,80.2476713,13.0594652,POINT
3216995837,nodes,,Stella Maris College,platform,yes,,bus_stop,80.2538615,13.048023,POINT
3216993078,nodes,,Sterling,platform,yes,,bus_stop,80.247496,13.0606301,POINT
3215497011,nodes,,Semozhi Poonga,platform,yes,,bus_stop,80.2525025,13.0504157,POINT
9392241454,nodes,yes,Vasanthapuram Bus Stop,platform,yes,Public Transport Bus Stop,bus_stop,79.1312678,13.0952827,POINT
9457756183,nodes,,Gudipala Bus Stop,platform,yes,NHAI,bus_stop,79.1246953,13.1009883,POINT
9457773747,nodes,,Naraharipeta Chittoor To Vellore Public Bus Stop,platform,yes,NHAI,bus_stop,79.1332773,13.093458,POINT
9457774859,nodes,,Naraharipeta Cross Bus Stop,platform,yes,NHAI,bus_stop,79.1344165,13.0907846,POINT
9457772294,nodes,,MCR Cross Bus Stop,platform,yes,State,bus_stop,79.1370053,13.0769267,POINT
9457766593,nodes,,MCR Bus Stop,platform,yes,NHAI,bus_stop,79.1377984,13.0767894,POINT
9457791684,nodes,,Anupu Public Bus Stop,platform,yes,,bus_stop,79.1380791,13.0635821,POINT
9457826676,nodes,,Palloor Public Bus Stop,platform,yes,,bus_stop,79.1360925,13.0500507,POINT
9455346639,nodes,,Naraharipeta Public Bus Stop,platform,yes,Naraharipeta NHAI,bus_stop,79.1327428,13.0935305,POINT
30143150,nodes,,Pudupattinam / Kalpakkam,platform,yes,,bus_stop,80.1509835,12.5036483,POINT
7736796042,nodes,,Pudupattinam / Kalpakkam,platform,yes,,bus_stop,80.1509037,12.503686,POINT
393765046,nodes,,உயர் நீதிமன்றம்,platform,yes,,bus_stop,80.2881787,13.0885188,POINT
2486226651,nodes,,Loane Square,platform,yes,,bus_stop,80.285738,13.0914641,POINT
393765035,nodes,,,platform,yes,,bus_stop,80.2854922,13.0852627,POINT
2482072933,nodes,,உயர் நீதிமன்றம்,platform,yes,,bus_stop,80.2833818,13.0849072,POINT
