vehicle_number,device_id,speed,total_distance,fuel,data_received,latitude,longitude,location_text,scraped_at
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 21:01:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.574948
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 21:01:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.575181
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 21:00:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.575404
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 21:00:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.575599
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:59:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.575793
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:59:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.575980
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:58:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.576149
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:58:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.576352
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:57:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.576524
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:57:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.576709
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:56:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.576871
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:56:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.577042
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:55:45,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.577184
TN87F2602,353201357178406,0.0,0.0,239.0,03/09/2025 20:55:15,13.1602816,80.1100033,1100033,2025-09-04T23:30:23.577328
