vehicle_number,device_id,speed,total_distance,fuel,data_received,latitude,longitude,location_text,scraped_at
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:59:00,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.303631
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:55,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.303838
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:50,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.304034
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:44,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.304220
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:40,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.304389
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:35,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.304558
TN 87 1121,865826046580777,0.0,0.0,275.34,03/09/2025 23:58:30,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.304722
TN 87 1121,865826046580777,0.0,0.0,275.35,03/09/2025 23:58:25,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.304889
TN 87 1121,865826046580777,0.0,0.0,275.34,03/09/2025 23:58:20,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.305056
TN 87 1121,865826046580777,0.0,0.0,275.34,03/09/2025 23:58:15,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.305227
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:10,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.305412
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:05,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.305582
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:58:00,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.305748
TN 87 1121,865826046580777,0.0,0.0,275.34,03/09/2025 23:57:55,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.305912
TN 87 1121,865826046580777,0.0,0.0,275.33,03/09/2025 23:57:50,13.3375835,79.9016666,9016666,2025-09-04T23:20:22.306074
